Sample_ID,Category,Bins,Contig_ID,Matched_Species,Abbreviated_Gene_Name,Counts,Protein Accession,ARO_ID,Percentage of identical matches, Alignment length,Number of mismatches,Number of gap openings,Start of alignment in query,End of alignment in query,Start of alignment in subject, End of alignment in subject,Expected value,Bit score,CVTERM ID,Model Sequence ID,Model ID,ARO_Name,DNA Accession,AMR Gene Family,Drug/Antibiotics_Class,Resistance Mechanism,,,,
SRR1748596,Public_transport,SRR1748596_bin.2,xx65,Leclercia sp. 29361 (taxid 2714951),Ecol_UhpT_FOF,1,CDJ73208.1,ARO:3003890,94,463,28,0,26098,27486,1,463,1.08E-282,855,40592,3667,2373,Escherichia coli UhpT with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant UhpT,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748580,Public_transport,SRR1748580_bin.2,xx50,Leclercia adecarboxylata (taxid 83655),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,94,848,50,1,10598,8058,1,848,0,1628,40602,4616,2379,Escherichia coli CyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748577,Public_transport,SRR1748577_bin.1,xx5,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,94,848,50,1,10233,7693,1,848,0,1629,40602,4616,2379,Escherichia coli CyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748601,Public_transport,SRR1748601_bin.7,xx32,Pseudescherichia vulneris (taxid 566),cpxA,1,BAB38260.1,ARO:3000830,93.9,457,28,0,48404,47034,1,457,3.45E-280,848,37210,5407,152,cpxA,BA000007.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic,antibiotic efflux,,,,
SRR1748579,Public_transport,SRR1748579_bin.5,xx8,Klebsiella huaxiensis (taxid 2153354),Ecol_fabI_MULT,2,AAC74370.1,ARO:3004045,93.9,262,16,0,45570,46355,1,262,9.72E-156,483,41097,5254,2666,Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan,U00096.3,antibiotic resistant fabI,disinfecting agents and antiseptics;isoniazid-like antibiotic,antibiotic target alteration,,,,
SRR1748536,Public_transport,SRR1748536_bin.9,xx348,Atlantibacter hermannii (taxid 565),Ecol_fabG_TRC,17,AAC74177.1,ARO:3004049,93.9,244,15,0,1519,788,1,244,1.58E-137,427,41114,5523,2681,Escherichia coli fabG mutations conferring resistance to triclosan,U00096.3,antibiotic resistant fabG,disinfecting agents and antiseptics,antibiotic target alteration,,,,
SRR1748641,Public_transport,SRR1748641_bin.1,xx25,Leclercia pneumoniae (taxid 2815358),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,93.8,848,52,1,53136,50596,1,848,0,1625,40602,4616,2379,Escherichia coli CyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748641,Public_transport,SRR1748641_bin.1,xx93,Leclercia pneumoniae (taxid 2815358),Ecol_murA_FOF,2,AIL15701.1,ARO:3003775,93.8,419,26,0,1258,2514,1,419,1.14E-251,763,40451,3548,2284,Escherichia coli murA with mutation conferring resistance to fosfomycin,CP009072.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748634,Public_transport,SRR1748634_bin.2,xx29,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),emrB,1,AAC75733.1,ARO:3000074,93.8,515,29,1,7887,6343,1,512,6.58e-315,950,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR1748626,Public_transport,SRR1748626_bin.1,xx89,Acinetobacter nosocomialis M2 (taxid 1343071),Abau_AbuO,1,WP_001985623.1,ARO:3004578,93.8,448,28,0,7196,8539,1,448,1.38E-260,790,42502,5148,3281,Acinetobacter baumannii AbuO,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748606,Public_transport,SRR1748606_bin.2,xx37,Enterobacter kobei (taxid 208224),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,93.8,848,52,1,51056,48516,1,848,0,1629,40602,4616,2379,Escherichia coli CyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748602,Public_transport,SRR1748602_bin.1,xx13,Leclercia adecarboxylata (taxid 83655),bacA,1,AAC76093.1,ARO:3002986,93.8,273,16,1,14220,13405,1,273,5.37E-161,496,39420,4677,1820,bacA,U00096.3,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration,,,,
SRR1748597,Public_transport,SRR1748597_bin.4,xx33,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),emrB,2,AAC75733.1,ARO:3000074,93.8,515,29,1,67420,68964,1,512,8.82e-315,950,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR1748597,Public_transport,SRR1748597_bin.6,xx96,Acinetobacter nosocomialis (taxid 106654),Abau_AbuO,2,WP_001985623.1,ARO:3004578,93.8,448,28,0,18900,17557,1,448,1.38E-260,790,42502,5148,3281,Acinetobacter baumannii AbuO,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748590,Public_transport,SRR1748590_bin.4,xx36,Acinetobacter dispersus (taxid 70348),AAC(6')-Ix,1,AAD03496.1,ARO:3002568,93.8,146,9,0,19626,20063,1,146,2.92E-86,278,38968,170,1939,AAC(6')-Ix,AF031332.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,,,,
SRR1748588,Public_transport,SRR1748588_bin.4,xx32,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),Ecol_murA_FOF,4,AIL15701.1,ARO:3003775,93.8,419,26,0,78855,80111,1,419,8.42E-251,763,40451,3548,2284,Escherichia coli murA with mutation conferring resistance to fosfomycin,CP009072.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748588,Public_transport,SRR1748588_bin.4,xx55,Enterobacter hormaechei subsp. hoffmannii ECNIH3 (taxid 1333851),emrB,3,AAC75733.1,ARO:3000074,93.8,515,29,1,7906,6362,1,512,2.58e-314,949,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR1748577,Public_transport,SRR1748577_bin.1,xx4,Enterobacter hormaechei subsp. steigerwaltii (taxid 299766),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,93.8,752,47,0,44948,47203,1,752,0,1383,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR1748574,Public_transport,SRR1748574_bin.9,xx191,Acinetobacter nosocomialis M2 (taxid 1343071),Abau_AbuO,1,WP_001985623.1,ARO:3004578,93.8,448,28,0,18901,17558,1,448,1.38E-260,790,42502,5148,3281,Acinetobacter baumannii AbuO,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748572,Public_transport,SRR1748572_bin.4,xx667,Pseudomonas mendocina S5.2 (taxid 1225174),Paer_gyrA_FLO,2,AAG06556.1,ARO:3003684,93.8,385,24,0,4340,5494,1,385,1.32E-237,718,40319,5277,2196,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones,AE004091.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR1748562,Public_transport,SRR1748562_bin.4,xx43,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),emrB,1,AAC75733.1,ARO:3000074,93.8,515,29,1,32260,33804,1,512,1.18e-314,949,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR1748588,Public_transport,SRR1748588_bin.8,xx1943,Acinetobacter pittii (taxid 48296),Abau_AbuO,2,WP_001985623.1,ARO:3004578,93.7,189,12,0,569,3,1,189,1.33E-112,338,42502,5148,3281,Acinetobacter baumannii AbuO,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748550,Public_transport,SRR1748550_bin.6,xx43,Atlantibacter hermannii (taxid 565),Ecol_PtsI_FOF,1,CDJ72759.1,ARO:3003899,93.7,575,36,0,34884,33160,1,575,0,1022,40601,3675,2377,Escherichia coli PtsI with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant ptsI phosphotransferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748634,Public_transport,SRR1748634_bin.2,xx15,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,93.6,752,48,0,101149,103404,1,752,0,1381,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR1748617,Public_transport,SRR1748617_bin.2,xx16,Enterobacter ludwigii (taxid 299767),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,93.6,848,53,1,41566,39026,1,848,0,1628,40602,4616,2379,Escherichia coli CyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748602,Public_transport,SRR1748602_bin.1,xx85,Leclercia adecarboxylata (taxid 83655),Ecol_murA_FOF,1,AIL15701.1,ARO:3003775,93.6,419,27,0,6933,5677,1,419,8.88E-252,761,40451,3548,2284,Escherichia coli murA with mutation conferring resistance to fosfomycin,CP009072.1,antibiotic-resistant murA transferase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748588,Public_transport,SRR1748588_bin.4,xx43,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,93.6,752,48,0,91662,93917,1,752,0,1381,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR1748577,Public_transport,SRR1748577_bin.1,xx15,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),emrB,2,AAC75733.1,ARO:3000074,93.6,515,30,1,52675,51131,1,512,9.72e-314,948,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR1748562,Public_transport,SRR1748562_bin.4,xx25,Enterobacter hormaechei subsp. xiangfangensis (taxid 1296536),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,93.6,752,48,0,50331,52586,1,752,0,1381,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR1748617,Public_transport,SRR1748617_bin.2,xx4,Enterobacter ludwigii (taxid 299767),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,93.5,752,49,0,120033,122288,1,752,0,1382,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR1748606,Public_transport,SRR1748606_bin.2,xx42,Enterobacter kobei (taxid 208224),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,93.5,752,49,0,30601,28346,1,752,0,1378,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR1748597,Public_transport,SRR1748597_bin.4,xx5,Enterobacter hormaechei subsp. steigerwaltii (taxid 299766),Sent_parC_FLO,1,AAL22048.1,ARO:3003939,93.5,752,49,0,17961,20216,1,752,0,1379,40662,5266,2410,Salmonella enterica parC conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR1748594,Public_transport,SRR1748594_bin.4,xx50,Acinetobacter nosocomialis (taxid 106654),Abau_AbuO,1,WP_001985623.1,ARO:3004578,93.5,448,29,0,18702,17359,1,448,1.31E-259,789,42502,5148,3281,Acinetobacter baumannii AbuO,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748641,Public_transport,SRR1748641_bin.1,xx13,Leclercia pneumoniae (taxid 2815358),emrB,1,AAC75733.1,ARO:3000074,93.4,515,31,1,85840,87384,1,512,2.77e-312,943,36213,20,1847,emrB,U00096.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR1748622,Public_transport,SRR1748622_bin.1,xx65,Pseudescherichia vulneris (taxid 566),Ecol_cyaA_FOF,1,CDJ73082.1,ARO:3003900,93.4,848,56,0,41486,44029,1,848,0,1617,40602,4616,2379,Escherichia coli CyaA with mutation conferring resistance to fosfomycin,HG738867.1,antibiotic-resistant cya adenylate cyclase,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR1748610,Public_transport,SRR1748610_bin.1,xx1092,Pantoea sp. Z09 (taxid 2886821),oqxB,3,AAP43110.2,ARO:3003923,93.4,136,9,0,2,409,908,1043,1.6E-66,239,40632,5462,2400,oqxB,EU370913.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748601,Public_transport,SRR1748601_bin.7,xx11,Pseudescherichia vulneris (taxid 566),Sent_gyrA_FLO,1,AAL21173.1,ARO:3003926,93.4,878,58,0,64128,61495,1,878,0,1579,40635,5271,2403,Salmonella enterica gyrA conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR1748590,Public_transport,SRR1748590_bin.4,xx34,Acinetobacter sp. C32I (taxid 2950074),adeB,2,AAL14440.1,ARO:3000775,93.4,1035,68,0,43679,46783,1,1035,0,1817,37155,4257,866,adeB,AF370885.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748629,Public_transport,SRR1748629_bin.1,xx57,Acinetobacter nosocomialis M2 (taxid 1343071),Abau_AbuO,1,WP_001985623.1,ARO:3004578,93.3,448,30,0,2297,954,1,448,2.94E-259,787,42502,5148,3281,Acinetobacter baumannii AbuO,NC_010410.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;glycylcycline;penam;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748602,Public_transport,SRR1748602_bin.1,xx144,Leclercia adecarboxylata (taxid 83655),acrD,1,BAA16344.1,ARO:3000491,93.3,641,43,0,1925,3,1,641,0,1140,36630,5517,1427,acrD,AP009048.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,,,,
SRR1748596,Public_transport,SRR1748596_bin.2,xx60,Leclercia sp. 29361 (taxid 2714951),Sent_gyrA_FLO,1,AAL21173.1,ARO:3003926,93.3,878,59,0,26368,29001,1,878,0,1576,40635,5271,2403,Salmonella enterica gyrA conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR1748641,Public_transport,SRR1748641_bin.1,xx2891,Leclercia pneumoniae (taxid 2815358),Ecol_LamB,3,BAB38442.1,ARO:3004126,93.2,146,10,0,2619,3056,1,146,1.02E-87,286,41252,8289,2788,Escherichia coli LamB,BA000007.3,Sugar Porin (SP),fluoroquinolone antibiotic;tetracycline antibiotic,reduced permeability to antibiotic;resistance by absence,,,,
SRR1748606,Public_transport,SRR1748606_bin.2,xx81,Enterobacter sp. ODB01 (taxid 1827481),acrB,1,AAC73564.1,ARO:3000216,93.2,1049,70,1,34989,31846,1,1049,0,1865,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748602,Public_transport,SRR1748602_bin.1,xx18,Leclercia adecarboxylata (taxid 83655),acrB,3,AAC73564.1,ARO:3000216,93.2,206,14,0,2,619,841,1046,5.12E-107,368,36355,5485,1104,acrB,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR1748550,Public_transport,SRR1748550_bin.6,xx26,Atlantibacter hermannii (taxid 565),cpxA,1,BAB38260.1,ARO:3000830,93.2,457,31,0,53812,55182,1,457,1.75E-275,835,37210,5407,152,cpxA,BA000007.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic,antibiotic efflux,,,,
SRR1748536,Public_transport,SRR1748536_bin.9,xx5,Atlantibacter hermannii (taxid 565),Kpne_PBP3_BLA,1,CDO16001.1,ARO:3007421,93.2,588,40,0,50746,48983,1,588,0,1088,46177,8643,5924,Klebsiella pneumoniae PBP3 mutants conferring resistance to ceftazidime-avibactam,FO834906.1,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,carbapenem;cephalosporin;cephamycin;monobactam;penam,antibiotic target alteration,,,,
SRR1748588,Public_transport,SRR1748588_bin.5,xx1275,Pseudomonas fluorescens (taxid 294),Paer_parE_FLO,3,AAG08352.1,ARO:3003685,93.1,348,24,0,2,1045,282,629,1.42E-226,650,40320,5275,2198,Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones,AE004091.2,fluoroquinolone resistant parE,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR1748579,Public_transport,SRR1748579_bin.5,xx31,Klebsiella huaxiensis (taxid 2153354),msbA,5,AAC74000.1,ARO:3003950,93.1,581,40,0,67585,65843,1,581,0,1023,40720,5468,2423,msbA,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,,,,
SRR1748536,Public_transport,SRR1748536_bin.9,xx1938,Atlantibacter hermannii (taxid 565),Sent_gyrA_FLO,1,AAL21173.1,ARO:3003926,93.1,504,35,0,3719,5230,1,504,1.48e-314,914,40635,5271,2403,Salmonella enterica gyrA conferring resistance to fluoroquinolones,AE006468.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR6145103,Public_transport,SRR6145103_bin.1,xx24,Paraburkholderia fungorum (taxid 134537),Bdol_gyrA_FLO,1,AJY14066.1,ARO:3004860,93,853,60,0,27590,25032,1,853,0,1571,42996,8366,3656,Burkholderia dolosa gyrA conferring resistance to fluoroquinolones,CP009795.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR6145102,Public_transport,SRR6145102_bin.5,xx44,Paraburkholderia fungorum (taxid 134537),Bdol_gyrA_FLO,1,AJY14066.1,ARO:3004860,93,853,60,0,27590,25032,1,853,0,1571,42996,8366,3656,Burkholderia dolosa gyrA conferring resistance to fluoroquinolones,CP009795.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR6145101,Public_transport,SRR6145101_bin.11,xx38,Paraburkholderia fungorum (taxid 134537),Bdol_gyrA_FLO,1,AJY14066.1,ARO:3004860,93,853,60,0,75135,77693,1,853,0,1571,42996,8366,3656,Burkholderia dolosa gyrA conferring resistance to fluoroquinolones,CP009795.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR6145100,Public_transport,SRR6145100_bin.3,xx63,Paraburkholderia fungorum (taxid 134537),Bdol_gyrA_FLO,1,AJY14066.1,ARO:3004860,93,853,60,0,27590,25032,1,853,0,1571,42996,8366,3656,Burkholderia dolosa gyrA conferring resistance to fluoroquinolones,CP009795.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR6145089,Public_transport,SRR6145089_bin.2,xx7,Paraburkholderia fungorum (taxid 134537),Bdol_gyrA_FLO,1,AJY14066.1,ARO:3004860,93,853,60,0,27590,25032,1,853,0,1571,42996,8366,3656,Burkholderia dolosa gyrA conferring resistance to fluoroquinolones,CP009795.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR6145084,Public_transport,SRR6145084_bin.6,xx5,Paraburkholderia fungorum (taxid 134537),Bdol_gyrA_FLO,1,AJY14066.1,ARO:3004860,93,853,60,0,27590,25032,1,853,0,1571,42996,8366,3656,Burkholderia dolosa gyrA conferring resistance to fluoroquinolones,CP009795.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
